1,1,accessible,43.47222160609382,-80.54231059433577,1.5,0.0
1,2,accessible,43.47242372784688,-80.54204569914583,1.5,0.0
1,3,accessible,43.47219137552597,-80.54239883438248,1.5,0.0
1,4,accessible,43.4731225160077,-80.54101703492015,1.5,0.0
1,5,permit,43.47236677800511,-80.54302831586618,'NULL',0.0
1,6,permit,43.472080926434245,-80.5420661372596,'NULL',0.0
1,7,permit,43.47253691373171,-80.5415633691897,'NULL',0.0
1,8,permit,43.47223380626239,-80.54248377318001,'NULL',0.0
1,9,permit,43.473178167280786,-80.54283996646724,'NULL',0.0
1,10,permit,43.47247674524655,-80.54133510165907,'NULL',0.0
1,11,permit,43.472855832234885,-80.54116707360605,'NULL',0.0
1,12,permit,43.47219632838294,-80.54129559044378,'NULL',0.0
1,13,permit,43.47306045830109,-80.54300945822168,'NULL',0.0
1,14,permit,43.472166312424406,-80.54103358365163,'NULL',0.0
1,15,permit,43.473058928989865,-80.54176482801563,'NULL',0.0
1,16,permit,43.47250294863794,-80.54316489993427,'NULL',0.0
1,17,permit,43.47244903510309,-80.5431058320394,'NULL',0.0
1,18,permit,43.47215732073346,-80.5419844294145,'NULL',0.0
1,19,permit,43.47221004194334,-80.54225456919625,'NULL',0.0
1,20,permit,43.47198508856947,-80.5433081577371,'NULL',0.0
1,21,permit,43.472822075048484,-80.54260642412888,'NULL',0.0
1,22,permit,43.472809078241106,-80.54234966490557,'NULL',0.0
1,23,permit,43.47259093722136,-80.54296339970216,'NULL',0.0
1,24,permit,43.47196356068085,-80.54232698336399,'NULL',0.0
1,25,permit,43.473188199553235,-80.54094977190401,'NULL',0.0
1,26,permit,43.47198747643301,-80.54266090778127,'NULL',0.0
1,27,permit,43.47206094332331,-80.54194944800233,'NULL',0.0
1,28,permit,43.47310509566237,-80.54329944872336,'NULL',0.0
1,29,free,43.4730602364081,-80.54280917363023,7.5,0.0
1,30,free,43.47305773888045,-80.5432360335184,7.5,0.0
2,1,accessible,43.475694091096194,-80.54549452132512,1.5,0.0
2,2,accessible,43.4764935360644,-80.54513761238577,1.5,0.0
2,3,accessible,43.47582689370744,-80.54543537894504,1.5,0.0
2,4,accessible,43.476339619857775,-80.54501355152601,1.5,0.0
2,5,accessible,43.47581814870656,-80.54643686067426,1.5,0.0
2,6,permit,43.47545157795117,-80.54598321111449,'NULL',0.0
2,7,permit,43.47555157967185,-80.54607899913361,'NULL',0.0
2,8,permit,43.47542626795876,-80.54532570605511,'NULL',0.0
2,9,permit,43.475842118771205,-80.54641621104999,'NULL',0.0
2,10,permit,43.475581424714306,-80.54457754006549,'NULL',0.0
2,11,permit,43.47626682173773,-80.54667895662001,'NULL',0.0
2,12,permit,43.47545286270655,-80.5450815969165,'NULL',0.0
2,13,free,43.47613244498458,-80.54549503895707,1.0,0.0
2,14,free,43.475366857317795,-80.54499581295137,1.0,0.0
2,15,free,43.47599334342861,-80.5452821540917,1.0,0.0
2,16,free,43.47594759507854,-80.5450867543727,1.0,0.0
2,17,free,43.47628911818662,-80.54561117796429,1.0,0.0
2,18,free,43.47631351468429,-80.54528424728416,1.0,0.0
2,19,free,43.47525526201293,-80.54698885805138,1.0,0.0
